window_start,window_end,best_model,second_model,best_rmse,best_mae,best_r2,second_rmse,second_mae,second_r2,rmse_gap
2017-07-11,2017-11-14,KNeighborsTimeSeries,Hidden Markov Model,7.591489595969576,6.94761904761905,-4.86311667339524,,,,
2017-10-04,2018-02-12,KNeighborsTimeSeries,Hidden Markov Model,28.705263330217733,27.138095238095236,-14.308773736926918,,,,
2017-11-15,2018-03-27,KNeighborsTimeSeries,Random Forest,28.53301971901527,26.654761904761905,-37.44136593591906,28.990363156614315,26.06547619047619,-38.683562169758275,-0.45734343759904306
2017-12-29,2018-05-09,KNeighborsTimeSeries,Hidden Markov Model,9.87292473673039,8.264285714285712,-0.015972808168185137,,,,
2018-05-10,2018-09-17,KNeighborsTimeSeries,Hidden Markov Model,13.042038672204317,11.254545454545463,-1.3005652148854039,,,,
2018-06-22,2018-10-29,KNeighborsTimeSeries,Hidden Markov Model,8.186850664909164,6.561904761904755,-1.271755821996765,,,,
2018-08-06,2018-12-12,KNeighborsTimeSeries,Hidden Markov Model,9.884886050037313,8.925000000000002,-10.4486411716843,,,,
2018-09-18,2019-01-30,KNeighborsTimeSeries,Hidden Markov Model,7.368570643844933,6.302380952380953,-0.8082039325259354,,,,
2019-01-31,2019-06-10,KNeighborsTimeSeries,Hidden Markov Model,34.09457609426489,29.969047619047625,-7.48770383707935,,,,
2019-03-15,2019-07-23,KNeighborsTimeSeries,Hidden Markov Model,47.54889469129263,41.44318181818182,-3.411951758895273,,,,
2019-04-29,2019-09-04,KNeighborsTimeSeries,Random Forest,48.11880656723051,43.945454545454545,-8.637661476409493,46.5426065709738,41.5753409090909,-8.016611888159622,1.5761999962567046
2019-06-11,2019-10-16,Random Forest,KNeighborsTimeSeries,19.814616355277195,17.23443181818183,-8.189066904217903,12.01988409413185,10.343181818181826,-2.381431835491247,7.794732261145345
2019-07-24,2019-11-27,KNeighborsTimeSeries,Random Forest,10.173279952896214,9.532500000000002,0.14621218761439725,10.503026171061373,9.716750000000005,0.08996760006393256,-0.3297462181651589
2019-09-05,2020-01-13,KNeighborsTimeSeries,Hidden Markov Model,7.802479764548605,6.435714285714285,-2.1103197497610555,,,,
2019-10-17,2020-02-26,KNeighborsTimeSeries,Hidden Markov Model,25.66512047684384,20.709090909090904,-1.5327057113179694,,,,
2019-11-29,2020-04-08,KNeighborsTimeSeries,Hidden Markov Model,38.91727490092652,37.19999999999999,-24.749707340815657,,,,
2020-02-27,2020-07-06,KNeighborsTimeSeries,Hidden Markov Model,10.880064129155924,8.738636363636362,0.08578085918644951,,,,
2020-04-09,2020-08-17,KNeighborsTimeSeries,Hidden Markov Model,27.462192625672188,21.74047619047619,-3.3398291939395817,,,,
2020-05-22,2020-09-29,KNeighborsTimeSeries,Hidden Markov Model,45.085187045293395,42.709090909090904,-10.897467879312838,,,,
2020-07-07,2020-11-10,KNeighborsTimeSeries,Hidden Markov Model,21.074923035503144,18.86190476190477,-19.24953284313093,,,,
2020-08-18,2020-12-23,KNeighborsTimeSeries,Hidden Markov Model,81.87047938504355,77.43947368421054,-10.006549783480864,,,,
2020-09-30,2021-02-08,KNeighborsTimeSeries,Random Forest,103.83249961447753,91.30714285714286,-172.5806393581775,105.55991224097068,88.8370238095238,-178.4042414644999,-1.7274126264931482
2020-11-11,2021-03-23,Random Forest,KNeighborsTimeSeries,93.55877310864672,85.5802380952381,-10.74932083972515,92.04563373933709,81.10714285714286,-10.372347235538511,1.5131393693096271
2020-12-24,2021-05-05,Random Forest,KNeighborsTimeSeries,90.37017120406699,72.8352380952381,-2.9746532707989375,83.41961200261403,65.10476190476192,-2.386767393789841,6.950559201452961
2021-05-06,2021-09-13,Random Forest,KNeighborsTimeSeries,102.92129884097672,92.37522727272727,-119.3295724900105,95.00535152391059,84.59545454545454,-101.53166163035637,7.915947317066127
2021-06-18,2021-10-25,Random Forest,KNeighborsTimeSeries,36.99881643914747,35.248977272727295,-12.228170934319976,38.62492277132616,36.96136363636366,-13.416484960412301,-1.6261063321786935
2021-08-02,2021-12-07,KNeighborsTimeSeries,Hidden Markov Model,23.434648239204222,20.630952380952376,-6.282282125393235,,,,
2021-12-08,2022-04-18,Random Forest,KNeighborsTimeSeries,89.42129632137669,86.29818181818183,-73.0903298738406,79.85147220706934,77.41590909090911,-58.08067664710784,9.569824114307352
2022-01-21,2022-05-31,Random Forest,KNeighborsTimeSeries,36.90421594027797,31.68214285714286,-3.667303075654317,34.30979313201852,29.985714285714298,-3.0341332255758315,2.594422808259452
2022-08-26,2023-01-04,KNeighborsTimeSeries,Hidden Markov Model,17.540660247116186,15.419047619047628,-1.5413914155071544,,,,
2023-01-05,2023-05-15,KNeighborsTimeSeries,Hidden Markov Model,61.56127609370779,58.82857142857146,-10.139701061282448,,,,
2023-02-17,2023-06-28,KNeighborsTimeSeries,Hidden Markov Model,82.13198799725325,76.00238095238095,-11.126368066574338,,,,
