window_start,window_end,window_center,corn_mean,corn_std,corn_skew,corn_kurtosis,temp_mean,temp_std,temp_skew,temp_kurtosis,volatility,corr_price_temp,precip_mean,recommended_model,compatibility_score
2010-01-04,2010-05-12,2010-03-10,366.025,17.18884902775274,2.005192901755331,4.16910684201065,1.84,11.471264048761345,-0.1525939681579515,-1.1023937990545647,0.0166012037931227,-0.5604379015063167,2.233333333333334,KNeighborsTimeSeries,0.8562
2010-02-17,2010-06-24,2010-04-22,358.93333333333334,9.817563371926752,-0.1784139659962369,-0.5595052399813558,11.759444444444444,10.516343338631543,-0.8486559396377306,0.0451445727367341,0.0153062672250718,-0.5116551479922693,3.5166666666666666,KNeighborsTimeSeries,0.8679
2010-03-31,2010-08-06,2010-06-04,361.75555555555553,15.73137287030345,0.5739397743049944,0.4417113582552421,19.79277777777778,5.411066277977859,-0.5674247670251383,-0.8329536302307723,0.01973031877338,0.3011475234295023,4.84111111111111,KNeighborsTimeSeries,0.8246
2010-05-13,2010-09-20,2010-07-19,388.3638888888889,42.0779299939028,1.090921594410058,0.7326251804279176,22.544444444444444,3.5632285925122567,-0.6148671955114781,0.3037110962086276,0.0201610495784285,-0.0949602553954685,4.754444444444444,Random Forest,0.8165
2010-06-25,2010-11-01,2010-08-30,448.7472222222222,73.95843706802874,0.4099081945508548,-1.1164219675673723,20.38,5.480885067541146,-0.6865239953089846,-0.1291345034175766,0.0235997146928716,-0.7904114296901196,3.594444444444445,Random Forest,0.8151
2010-08-09,2010-12-14,2010-10-12,508.61944444444447,60.61655626102754,-0.4915885340088281,-1.126529561344707,12.86277777777778,10.19232901985306,-0.6612686101083276,-0.0828055369157048,0.0230703758556576,-0.6912288974367392,2.253333333333333,Random Forest,0.8134
2010-09-21,2011-01-27,2010-11-23,570.9166666666666,47.13493658838433,-0.0098826216142855,-0.6149385470054516,3.091666666666667,10.63410680443308,-0.025507436785596,-0.9949220164798094,0.0227464747146372,-0.6799720752509678,1.1966666666666668,KNeighborsTimeSeries,0.8164
2010-11-02,2011-03-11,2011-01-06,622.8694444444444,60.92286783737767,0.0024405824487213,-1.1870034132754366,-2.857222222222222,7.905916434491548,-0.0429870976424153,-0.1252693768978812,0.0200533855394155,-0.2134257340433599,1.1133333333333333,Random Forest,0.8171
2010-12-15,2011-04-25,2011-02-18,676.8277777777778,50.623398080418205,0.1190268864670988,-0.9018314510954748,-0.8411111111111111,8.744155601230277,-0.2040703261497687,-0.605962915492325,0.0210508969450008,0.5374018086294263,1.8822222222222225,Random Forest,0.8128
2011-01-28,2011-06-07,2011-04-04,712.3944444444444,36.9438911375686,-0.2013215170530637,-0.8720136687272491,7.066111111111111,10.483860865120302,-0.354011822043266,0.1861504105252325,0.0237115702356658,0.4629693143736916,2.745555555555556,KNeighborsTimeSeries,0.8133
2011-03-14,2011-07-20,2011-05-17,715.1944444444445,40.70984921025375,-0.2475823689044838,-0.8658285138349062,16.015555555555554,8.198676395108563,-0.0467132255316485,-1.089643810908718,0.0281137443499202,-0.0905036824843445,4.609999999999999,Random Forest,0.8169
2011-04-26,2011-08-31,2011-06-29,712.1583333333333,34.89537834406271,0.1232125460740103,-0.6301204545446555,21.83944444444445,5.8538160723786365,-0.7103814978566557,-0.1815524508197206,0.025490857945576,-0.3712418164221227,4.256666666666668,Random Forest,0.8128
2011-06-08,2011-10-13,2011-08-11,690.95,44.67814361467957,-0.2442469478075246,-0.0673284420297437,22.19333333333333,4.966161902812253,-0.2708507511699741,-0.4592664705358023,0.0253222162286477,0.1628511372597964,3.281111111111111,Random Forest,0.8167
2011-07-21,2011-11-25,2011-09-23,670.1138888888889,45.56610460859035,0.0825464731582872,-0.7726316457472424,17.023333333333333,8.025203277204225,-0.1510466952105529,-1.092935070527284,0.0192867559666071,0.5559074425921562,1.5155555555555555,KNeighborsTimeSeries,0.8143
2011-09-01,2012-01-10,2011-11-04,638.5138888888889,42.56352425570711,0.7282384635748257,0.1335558531991565,8.902777777777779,8.158769876955631,0.2661269163844955,-0.5560444961319853,0.0177205946518936,0.5523437769355668,1.0488888888888888,KNeighborsTimeSeries,0.8171
2011-10-14,2012-02-23,2011-12-19,626.6,24.54409583686957,-0.6141523725527785,-1.039711805837995,2.4744444444444444,6.060821153826984,-0.1526832828337714,-0.0939536646871643,0.0142964230855568,0.4221199449828624,1.312222222222222,KNeighborsTimeSeries,0.8305
2011-11-28,2012-04-05,2012-02-02,631.1555555555556,26.006632088935284,-0.5520019108964109,-0.7661008935719802,3.528888888888889,7.874621366955294,0.4150262970059087,-0.4653905084587979,0.015335243191811,0.5166856910488168,1.9355555555555557,KNeighborsTimeSeries,0.8363
2012-01-11,2012-05-18,2012-03-16,638.0,19.18705966079655,-0.2810685878290845,-0.5195869814555323,8.323333333333334,9.204951647426546,-0.3591967334792924,-0.8851168168953625,0.0180005460462865,0.2270367605304338,2.3144444444444443,KNeighborsTimeSeries,0.8182
2012-02-24,2012-07-02,2012-04-30,628.0611111111111,32.17600628999865,-0.4895128027577691,-0.5833828306066091,16.239444444444445,7.285696678587747,-0.4394247588234571,0.076206269665247,0.0217705701803487,-0.2459813920174085,2.56,Random Forest,0.8134
2012-04-09,2012-08-14,2012-06-12,673.4638888888888,86.39595256456218,0.5035601877049493,-1.3054648746909068,21.70611111111111,6.76148555820448,-0.348213485597195,-0.6089129918810707,0.0237552035511599,0.5774747554035607,1.4877777777777774,Random Forest,0.8173
2012-05-21,2012-09-26,2012-07-25,724.1166666666667,92.36777825992222,-0.6742718285146768,-1.21523776857085,23.910555555555558,5.078144923854125,-0.2588998373089224,-0.6257518970711584,0.0225795112443624,0.3557850291009654,1.2344444444444445,Random Forest,0.8176
2012-07-03,2012-11-09,2012-09-06,773.1222222222223,28.72130332469548,0.1249943955398079,-1.1159332564680318,20.45555555555556,7.858450845293246,-0.3687027376586754,-0.8894145331574093,0.0190518236922077,0.6381237269985847,0.9733333333333332,KNeighborsTimeSeries,0.8391
2012-08-15,2012-12-24,2012-10-18,754.2972222222222,29.953332017303627,0.6080154911345659,-0.1204893901759471,12.14222222222222,9.47112379907887,-0.1735425684489642,-0.5838356222444099,0.0146521272803128,0.7817562048996822,1.163333333333333,KNeighborsTimeSeries,0.8647
2012-09-27,2013-02-07,2012-12-04,730.9777777777778,21.406238079450283,-0.5077794899044777,-0.5053420019289332,3.563888888888889,8.755470289340009,-0.0968196923604367,-0.5564490983404706,0.0129962606145976,0.5940153270318024,1.0622222222222224,KNeighborsTimeSeries,0.8597
2012-11-12,2013-03-22,2013-01-17,719.7972222222222,19.275278690637595,-0.0673492142926072,-0.8577000429973651,-1.3066666666666666,6.106780170019535,0.0747285348444105,-0.0024005612233817,0.0101292258113142,0.3222086461723546,1.0755555555555556,KNeighborsTimeSeries,0.8346
2012-12-26,2013-05-06,2013-03-04,697.4138888888889,32.87553479530642,-0.5974626384795315,-0.8384723145966242,-0.0044444444444445,7.115845763073087,0.4949137089549701,0.6781799530454387,0.0162480258285793,-0.5379652628922769,2.96,KNeighborsTimeSeries,0.8271
2013-02-08,2013-06-18,2013-04-16,680.8388888888888,32.74180382710586,0.2821740104397524,-1.2429932824446224,7.562777777777778,9.86928204847291,0.1573894215956157,-1.327554181219369,0.0198351093915952,-0.5928206802183091,3.647777777777778,KNeighborsTimeSeries,0.8273
2013-03-25,2013-07-31,2013-05-29,646.0611111111111,57.82353180334314,-1.4134847407225193,1.382535412212487,16.441666666666663,8.515901352334739,-0.6057277956647131,-0.822742288148532,0.0324602005952108,-0.3124803087980331,4.165555555555555,Random Forest,0.8172
2013-05-07,2013-09-12,2013-07-11,586.0055555555556,90.63909307527362,-0.0971289658647849,-1.7787170594413644,22.52055555555556,4.2941290888503065,-0.2315430783094006,-0.4500920671432324,0.0317951551881342,-0.4119343748576421,2.3122222222222217,Random Forest,0.8176
2013-06-19,2013-10-24,2013-08-22,513.2305555555556,85.62345896077191,1.273985453544708,0.1277186205328218,21.63,5.923860531402272,-1.114139097604136,1.2722197549401375,0.0303855179934704,0.37443872005502,2.4766666666666666,Random Forest,0.8176
2013-08-01,2013-12-06,2013-10-04,451.34722222222223,26.47769610584837,0.5278303959927116,-0.8530559220056451,14.605555555555556,10.560203129548611,-0.4698477223093459,-0.6983715604141238,0.0158719141123686,0.8310863581309169,2.1644444444444444,KNeighborsTimeSeries,0.865
2013-09-13,2014-01-22,2013-11-15,432.27777777777777,11.5028968288723,0.5796956626763654,-0.4638150738809052,3.3044444444444454,12.17177302929422,-0.1004006664870472,-0.8872162147689746,0.0113166948100034,0.6780945982596892,1.9411111111111103,KNeighborsTimeSeries,0.8469
2013-10-25,2014-03-06,2013-12-31,432.7416666666667,14.036541897026,1.4964640195303252,2.509177504285115,-5.281666666666667,8.947265761490579,0.0040174144644743,-0.8907703548641459,0.0112583072498481,-0.1860886964370249,1.0955555555555556,KNeighborsTimeSeries,0.8276
2013-12-09,2014-04-17,2014-02-13,455.06944444444446,29.183986965346392,0.4255930279750129,-1.3536003802816292,-4.459999999999999,9.367542577036106,-0.0895424448354996,-0.9804349982629286,0.0120603977935074,0.6997322931318147,0.952222222222222,KNeighborsTimeSeries,0.8601
2014-01-23,2014-06-02,2014-03-28,476.90277777777777,25.224071525669384,-0.4132277884986532,-1.0416987806308813,3.591666666666667,11.73763573709072,-0.3503084674131296,-0.6334512027949333,0.0119797734473289,0.6520947320956199,2.071111111111111,KNeighborsTimeSeries,0.862
2014-03-07,2014-07-15,2014-05-12,471.80555555555554,32.995270723807195,-0.8840469257541451,0.0327250419832942,13.891666666666667,7.862002382387972,-0.2642480001806525,-1.1450076219282408,0.0135951976711932,-0.6039977764553234,2.8877777777777776,KNeighborsTimeSeries,0.8372
2014-04-21,2014-08-26,2014-06-24,428.65277777777777,55.88042378024861,-0.0103788392806989,-1.474473819828248,19.584444444444447,5.144265075891425,-0.902006581876137,0.4448012141303854,0.0132549406838488,-0.6028796547082909,2.79,KNeighborsTimeSeries,0.8137
2014-06-03,2014-10-08,2014-08-06,376.8888888888889,43.089795696122565,0.650069444182644,-0.9920700218387934,20.54222222222222,3.959024047759319,-0.4344439611327777,0.2957064249550454,0.0146115942411901,0.2716217021145321,2.9922222222222223,Random Forest,0.8139
2014-07-16,2014-11-19,2014-09-18,354.0305555555556,16.106641965916648,-0.3695347204621156,-0.6701438682245673,15.898888888888887,8.415251596103223,-1.1759602916665195,1.2523140118547378,0.015968521474017,-0.2936793557006203,2.5955555555555554,KNeighborsTimeSeries,0.8281
2014-08-27,2015-01-05,2014-10-30,363.9555555555556,26.400799532969167,0.2515334918018508,-0.8424633775249091,7.5572222222222205,10.34845849974038,-0.2242882421742196,-0.9752003681573148,0.0166538176982062,-0.7554205299570623,2.697777777777778,KNeighborsTimeSeries,0.8643
2014-10-09,2015-02-18,2014-12-12,380.34722222222223,17.90948270746363,-0.0920681802352768,-0.2732074194941458,-0.6672222222222222,9.198437095846348,-0.025953763698161,-0.7095627833608531,0.0161659267114381,-0.5656717196126181,1.3033333333333332,KNeighborsTimeSeries,0.8564
2014-11-20,2015-04-01,2015-01-28,386.7527777777778,11.974193602158458,0.7029034644232776,-0.2604867972132081,-2.6161111111111115,8.40688865404129,0.0044443321697842,-0.3350198344967565,0.0145616186887881,-0.1256476461232656,0.7755555555555557,KNeighborsTimeSeries,0.8216
